"tweet_id","created_at","text","user_id","user_name","retweet_count","favorite_count","hashtags"
"877102954502901760","2017-06-20T09:56:54+00:00","Témoignage @Groupe_Renault c'est maintenant ! ""Garantir la perf digitale du réseau de distribution"" #conventioncrip… https://t.co/gvYGo43gGf","322567074","iplabel","1","0","conventioncrip"
"877101893620822016","2017-06-20T09:52:41+00:00","RT @WeaselSparkFR: Hey 😀 ! On est en direct du @HDF2017 ! On parle d'#APM, de #Monitoring, d'#UX ... Vous y êtes ? https://t.co/ddsZRjDTm6","132561740","Societe_Elosi","5","0","APM,Monitoring,UX"
"877101571183710208","2017-06-20T09:51:24+00:00","Hey 😀 ! On est en direct du @HDF2017 ! On parle d'#APM, de #Monitoring, d'#UX ... Vous y êtes ? https://t.co/ddsZRjDTm6","737727546322759684","WeaselSparkFR","5","6","APM,Monitoring,UX"
"877093863898460161","2017-06-20T09:20:47+00:00","RT @Ymor_nieuws: Een antwoord op de 6 belangrijkste vragen over #APM door collega Marcel: https://t.co/1LkR7sWnIV #IT https://t.co/K0CTnUew…","1419077420","BunnikJustin","1","0","APM,IT"
"877092459427364864","2017-06-20T09:15:12+00:00","Les #appsmobiles, mortes ? Non, mais les places sont chères https://t.co/dDy8sHvLL3 #APM #apps #mobile #smartphone… https://t.co/JgYhg27ZMr","3089303572","dynatraceFrance","0","0","appsmobiles,APM,apps,mobile,smartphone"
"877092441974812674","2017-06-20T09:15:08+00:00","Een antwoord op de 6 belangrijkste vragen over #APM door collega Marcel: https://t.co/1LkR7sWnIV #IT https://t.co/K0CTnUeww4","190635126","Ymor_nieuws","1","0","APM,IT"
"877086237324177408","2017-06-20T08:50:29+00:00","👀 Ny kunskap om #Nyheter + #Göteborg + #Henrik + #Terminal + #APM hittar du här 😉  https://t.co/v0HWNPMIjP","838669722019319808","TooglesSE","0","0","Nyheter,Göteborg,Henrik,Terminal,APM"
"877083483730063360","2017-06-20T08:39:32+00:00","RT @big_heedo0422: 비기닝~ 오랜만 ! 희도입니다~
내일 홍콩 공연이 있어요
보고싶다.. 올꺼죠 ?
저 기다릴게요 ! ㅋㅋ #홍콩 #hongkong #apm https://t.co/zPXVUpCo5D","1621231542","wangjaeh","402","0","홍콩,hongkong,apm"
"877082570177073152","2017-06-20T08:35:54+00:00","👀 Ny kunskap om #Nyheter + #Göteborg + #Göteborgs_Posten + #Terminal + #APM hittar du här 😉  https://t.co/uwdQ36gUYK","838669722019319808","TooglesSE","0","0","Nyheter,Göteborg,Göteborgs_Posten,Terminal,APM"
"877079846698045440","2017-06-20T08:25:05+00:00","Discover how the latest version of #Sharepath can enhance your overall application performance… https://t.co/v7LDofwvlF","112955194","Correlsense","0","0","Sharepath"
"877076491720421376","2017-06-20T08:11:45+00:00","RT @big_heedo0422: 비기닝~ 오랜만 ! 희도입니다~
내일 홍콩 공연이 있어요
보고싶다.. 올꺼죠 ?
저 기다릴게요 ! ㅋㅋ #홍콩 #hongkong #apm https://t.co/zPXVUpCo5D","4851767533","poIyrapline","402","0","홍콩,hongkong,apm"
"877076093227999234","2017-06-20T08:10:10+00:00","Strong growth &amp; largest market share makes @dynatrace #1 global #APM solution provider. Again.… https://t.co/n8cysGqwcT","2277864526","jamessmedley01","0","0","APM"
"877073541321150465","2017-06-20T08:00:02+00:00","Did you know? it's 4X-15X more expensive to repair failed assets than it is to preventatively maintain them! https://t.co/k2VeITqi77 #APM","1275284298","joannawayburn","0","0","APM"
"877073538477420544","2017-06-20T08:00:01+00:00","AspenTech's Robert Golightly tells Industrial Plant &amp; Equipment about the quest for a world that doesn’t breakdown… https://t.co/IZFEzDOZ87","29770061","AspenTech","0","0",""
"877072028788043776","2017-06-20T07:54:01+00:00","Les #appsmobiles, mortes ? Non, mais les places sont chères https://t.co/eefWMDoHJ9 #APM #apps #mobile #smartphone… https://t.co/EXrwgdkgtJ","819155341","CNParisAPM","0","0","appsmobiles,APM,apps,mobile,smartphone"
"877068519552233472","2017-06-20T07:40:04+00:00","For 5th consecutive year @dynatrace ranked #1 #APM market share leader in #Gartner market share report https://t.co/mxPlGd8M6D","2277864526","jamessmedley01","0","0","APM,Gartner"
"877065919830380544","2017-06-20T07:29:45+00:00","RT @2020Business: #APM RPP #Aberdeen 21st August - ""The standard for extraordinary project professionals” https://t.co/8WkYhm1ARv","1614895880","pogswims","3","0","APM,Aberdeen"
"877062963961761792","2017-06-20T07:18:00+00:00","eBook: How best to track the success of your #APM strategy ≫ https://t.co/WATN8xVtY1","734638068259561472","TheReal_JonRab","0","0","APM"
"877058568956112896","2017-06-20T07:00:32+00:00","#APM RPP #Aberdeen 21st August - ""The standard for extraordinary project professionals” https://t.co/8WkYhm1ARv","237768829","2020Business","3","1","APM,Aberdeen"
